,Song Title,Streams,Daily,Streams Vortag,Diff. Streams,Daily Vortag,Diff. Daily
72,Once in a Lifetime,84.973.308,19.045,,,,
73,Why Don't We Go There,83.410.925,18.980,,,,
74,Change Your Ticket,82.121.844,22.548,,,,
75,Back For You,78.923.728,19.358,,,,
76,Magic,77.252.541,28.924,,,,
77,Loved You First,76.353.409,19.669,,,,
78,Stand Up,74.691.760,18.517,,,,
79,Something Great,74.359.948,15.976,,,,
80,Same Mistakes,73.513.734,15.709,,,,
81,Alive,72.322.309,14.897,,,,
82,Illusion,70.875.358,15.642,,,,
83,Tell Me a Lie,70.743.818,17.715,,,,
84,Stole My Heart,70.119.782,18.774,,,,
85,Na Na Na,68.247.531,18.251,,,,
86,I Should Have Kissed You,62.404.146,18.264,,,,
87,Everything About You,61.623.260,14.796,,,,
88,Save You Tonight,56.706.818,13.432,,,,
89,Truly Madly Deeply,47.673.764,16.449,,,,
90,Night Changes - Live Acoustic Session,46.504.659,7.188,,,,
91,Irresistible,43.621.753,16.981,,,,
92,Another World,37.351.265,9.877,,,,
93,One Thing - Acoustic,35.614.452,7.609,,,,
94,"Rock Me - Live Version from The Motion Picture ""One Direction: This Is Us""",33.050.937,8.862,,,,
95,You & I - Piano Version,32.193.644,3.244,,,,
96,Steal My Girl - Acoustic Version,25.376.964,2.617,,,,
97,You & I - Radio Edit,21.433.342,3.808,,,,
98,Perfect (feat. Matoma) - Matoma Remix,19.889.166,735,,,,
99,Steal My Girl - 88 Ninety's 'Raiders of the Lost Art' Remix,13.631.597,347,,,,
100,Steal My Girl - Live Acoustic Session,11.935.763,1.117,,,,
101,Best Song Ever - Kat Krazy Remix,8.688.608,888,,,,
102,Night Changes - Afterhrs Remix,8.339.394,742,,,,
103,You & I - Big Payno Remix,7.203.324,319,,,,
104,Drag Me Down (feat. LunchMoney Lewis) - Big Payno x AFTERHRS Remix,6.847.833,531,,,,
105,"C'mon C'mon - Live Version from The Motion Picture ""One Direction: This Is Us""",5.916.767,2.122,,,,
106,"Kiss You - Live Version From The Motion Picture ""One Direction: This Is Us""",5.039.219,891,,,,
107,Story of My Life - Live X Factor Performance,4.742.484,954,,,,
108,Live While We're Young - The Jump Smokers Remix,4.642.183,313,,,,
109,Steal My Girl - Big Payno & Afterhrs Pool Party Remix,4.417.960,226,,,,
110,Best Song Ever - Jump Smokers Remix,4.285.497,514,,,,
111,I Want - Live,4.255.001,714,,,,
112,Live While We're Young - Dave Aude Remix,3.692.648,304,,,,
113,You & I - Duet Version,2.953.704,2.016,,,,
114,What Makes You Beautiful - Live,2.430.649,860,,,,
115,One Way or Another (Teenage Kicks) - Instrumental,2.427.878,369,,,,
116,One Way or Another (Teenage Kicks) - Sharoque Remix,2.258.703,304,,,,
117,More Than This - Live,1.944.681,688,,,,
118,Up All Night - Live,1.633.738,780,,,,
119,Gotta Be You - Live,1.424.938,519,,,,
120,Best Song Ever - WestFunk & Steve Smart Remix,1.338.189,241,,,,
121,Gotta Be You - Steve Smart & Westfunk Remix,576.479,231,,,,
122,Gotta Be You - Mojam Remix,485.644,192,,,,
123,Kiss You - Sharoque Remix,484.775,240,,,,
