,Song Title,Streams,Daily,Streams Vortag,Diff. Streams,Daily Vortag,Diff. Daily
55,On The Loose - Alternate Version,10.350.112,619,,,,
56,Something In The Orange - Live From Spotify Studios,10.175.215,5.792,,,,
57,This Town - Live 1 Mic 1 Take,9.888.325,727,,,,
58,Flicker feat. The RTÉ Concert Orchestra - Live,8.107.106,1.143,,,,
59,Flicker - Live,8.105.963,1.355,,,,
60,This Town feat. The RTÉ Concert Orchestra - Live,7.949.121,881,,,,
61,This Town - Live,7.948.240,956,,,,
62,* Our Song - Acoustic,7.441.563,2.357,,,,
63,Too Much To Ask - Recorded At RAK Studios London,6.764.743,386,,,,
64,Paper Houses feat. The RTÉ Concert Orchestra - Live,6.720.685,603,,,,
65,Paper Houses - Live,6.720.082,635,,,,
66,On The Loose - Basic Tape Remix,6.697.651,192,,,,
67,The Tide feat. The RTÉ Concert Orchestra - Live,5.967.190,452,,,,
68,The Tide - Live,5.966.738,627,,,,
69,The Show (with John Legend),5.706.988,1.377,,,,
70,You And Me feat. The RTÉ Concert Orchestra - Live,5.373.356,488,,,,
71,You And Me - Live,5.372.868,489,,,,
72,On The Loose - Acoustic,5.343.413,467,,,,
73,No Judgement - Acoustic,5.002.211,784,,,,
74,Too Much To Ask - Cedric Gervais Remix,4.906.139,145,,,,
75,* Old Tricks,4.631.559,19.990,,,,
76,If You Leave Me / Everybody Wants To Rule The World - Live From Electric Picnic,4.381.874,1.713,,,,
77,* Our Song - Luca Schreiner Remix,3.752.566,275,,,,
78,Nice To Meet Ya - Stripped,3.622.729,673,,,,
79,Meltdown - Acoustic,3.252.053,895,,,,
80,Dress,3.159.617,3.583,,,,
81,Nothing,2.865.862,3.776,,,,
82,You Could Start A Cult - Live from Spotify Studios,2.775.309,1.219,,,,
83,Too Much To Ask feat. The RTÉ Concert Orchestra - Live,2.740.519,393,,,,
84,Fire Away feat. The RTÉ Concert Orchestra - Live,2.710.616,456,,,,
85,No Judgement - Steve Void Remix,2.420.850,61,,,,
86,Slow Hands - Jay Pryor Remix,2.383.379,103,,,,
87,Seeing Blind feat. The RTÉ Concert Orchestra - Live,2.342.376,350,,,,
88,This Town - Cheat Codes Remix,2.179.284,71,,,,
89,No Judgement - Recorded Live at Air Studios London,1.914.873,589,,,,
90,Small Talk - Live From Madison Square Garden,1.875.291,1.074,,,,
91,Black And White - Oliver Nelson Remix,1.811.845,77,,,,
92,On The Loose - slenderbodies Remix,1.751.915,76,,,,
93,Science - Live From Spotify Studios,1.516.764,583,,,,
94,This Town - GOLDHOUSE Remix,1.515.961,54,,,,
95,Heaven - Live From Madison Square Garden,1.415.622,701,,,,
96,Too Much To Ask - TRU Concept Remix,1.267.312,98,,,,
97,This Town - Live From Madison Square Garden,1.111.915,696,,,,
98,This Town - Live from Spotify Studios,1.094.174,399,,,,
99,Meltdown - Stripped,1.042.669,483,,,,
100,This Town - Nikö Blank Remix,984.510,77,,,,
101,Still - Live From Madison Square Garden,975.824,682,,,,
102,* Our Song - Just Kiddin Remix,897.658,75,,,,
103,This Town - Cabo San Remix,897.072,60,,,,
104,Slow Hands - Live From Madison Square Garden,830.874,525,,,,
105,Heaven - Live from Spotify Studios,829.364,299,,,,
106,Black And White - Live From Madison Square Garden,796.650,546,,,,
107,Heaven - Live From Electric Picnic,793.134,318,,,,
108,On A Night Like Tonight - Live From Madison Square Garden,786.515,486,,,,
109,Small Talk - Live at the Royal Albert Hall,766.328,1.090,,,,
110,Science - Live From Madison Square Garden,753.603,528,,,,
111,If You Leave Me - Live From Madison Square Garden,738.066,479,,,,
112,The Show - Live from Spotify Studios,726.737,245,,,,
113,* Our Song - Moka Nola Remix,724.027,47,,,,
114,San Francisco - Live From Madison Square Garden,723.203,499,,,,
115,Save My Life - Live from Electric Picnic,706.858,318,,,,
116,On A Night Like Tonight - Live,687.465,321,,,,
117,Slow Hands - Live from Spotify Studios,634.051,239,,,,
118,Black And White - Live from Spotify Studios,630.476,266,,,,
119,Nice To Meet Ya - Live From Łódź,619.279,390,,,,
120,Flicker - Live from Spotify Studios,604.743,266,,,,
121,On A Night Like Tonight - Live from Spotify Studios,546.701,226,,,,
122,Heartbreak Weather - Live From Dublin,505.894,326,,,,
123,Put A Little Love On Me - Live From Paris,497.198,372,,,,
124,On The Loose - Live From Dusseldorf,479.869,326,,,,
125,Cross Your Mind - Live From Milan,473.424,336,,,,
126,Meltdown - Live from Spotify Studios,463.630,245,,,,
127,You Could Start A Cult - Live From Tokyo,439.362,324,,,,
128,Dear Patience - Live at the Royal Albert Hall,429.484,815,,,,
129,Put A Little Love On Me - Live from Vevo,392.162,482,,,,
130,Flicker - Live From London,379.956,329,,,,
131,Dear Patience - Live From Melbourne,366.217,340,,,,
132,Save My Life - Live From Tampa,352.903,306,,,,
133,Paper Houses - Live From Oslo,343.337,347,,,,
