,Song Title,Streams,Daily,Streams Vortag,Diff. Streams,Daily Vortag,Diff. Daily
66,On The Loose - Basic Tape Remix,6.695.870,187,,,,
67,The Tide feat. The RTÉ Concert Orchestra - Live,5.962.855,480,,,,
68,The Tide - Live,5.961.988,685,,,,
69,The Show (with John Legend),5.695.042,1.394,,,,
70,You And Me feat. The RTÉ Concert Orchestra - Live,5.369.993,399,,,,
71,You And Me - Live,5.369.231,461,,,,
72,On The Loose - Acoustic,5.339.858,413,,,,
73,No Judgement - Acoustic,4.996.169,693,,,,
74,Too Much To Ask - Cedric Gervais Remix,4.904.998,114,,,,
75,* Old Tricks,4.464.324,19.417,,,,
76,If You Leave Me / Everybody Wants To Rule The World - Live From Electric Picnic,4.368.091,1.637,,,,
77,* Our Song - Luca Schreiner Remix,3.750.718,220,,,,
78,Nice To Meet Ya - Stripped,3.617.750,585,,,,
79,Meltdown - Acoustic,3.244.588,847,,,,
80,Dress,3.131.896,3.273,,,,
81,Nothing,2.837.942,3.247,,,,
82,You Could Start A Cult - Live from Spotify Studios,2.765.173,1.103,,,,
83,Too Much To Ask feat. The RTÉ Concert Orchestra - Live,2.737.427,366,,,,
84,Fire Away feat. The RTÉ Concert Orchestra - Live,2.707.043,447,,,,
85,No Judgement - Steve Void Remix,2.420.292,47,,,,
86,Slow Hands - Jay Pryor Remix,2.382.466,134,,,,
87,Seeing Blind feat. The RTÉ Concert Orchestra - Live,2.339.839,367,,,,
88,This Town - Cheat Codes Remix,2.178.762,50,,,,
89,No Judgement - Recorded Live at Air Studios London,1.910.755,475,,,,
90,Small Talk - Live From Madison Square Garden,1.866.761,1.094,,,,
91,Black And White - Oliver Nelson Remix,1.811.227,66,,,,
92,On The Loose - slenderbodies Remix,1.751.348,67,,,,
93,This Town - GOLDHOUSE Remix,1.515.634,33,,,,
94,Science - Live From Spotify Studios,1.512.220,612,,,,
95,Heaven - Live From Madison Square Garden,1.410.251,656,,,,
96,Too Much To Ask - TRU Concept Remix,1.266.034,188,,,,
97,This Town - Live From Madison Square Garden,1.106.255,766,,,,
98,This Town - Live from Spotify Studios,1.091.497,318,,,,
99,Meltdown - Stripped,1.039.251,387,,,,
100,This Town - Nikö Blank Remix,983.939,61,,,,
101,Still - Live From Madison Square Garden,970.988,622,,,,
102,* Our Song - Just Kiddin Remix,897.002,96,,,,
103,This Town - Cabo San Remix,896.764,49,,,,
104,Heaven - Live from Spotify Studios,826.933,270,,,,
105,Slow Hands - Live From Madison Square Garden,826.814,469,,,,
106,Black And White - Live From Madison Square Garden,792.524,473,,,,
107,Heaven - Live From Electric Picnic,790.773,267,,,,
108,On A Night Like Tonight - Live From Madison Square Garden,782.914,405,,,,
109,Small Talk - Live at the Royal Albert Hall,758.326,869,,,,
110,Science - Live From Madison Square Garden,749.762,462,,,,
111,If You Leave Me - Live From Madison Square Garden,734.386,414,,,,
112,The Show - Live from Spotify Studios,724.772,233,,,,
113,* Our Song - Moka Nola Remix,723.684,29,,,,
114,San Francisco - Live From Madison Square Garden,719.635,412,,,,
115,Save My Life - Live from Electric Picnic,704.666,250,,,,
116,On A Night Like Tonight - Live,685.215,266,,,,
117,Slow Hands - Live from Spotify Studios,632.344,211,,,,
118,Black And White - Live from Spotify Studios,628.287,234,,,,
119,Nice To Meet Ya - Live From Łódź,616.318,314,,,,
120,Flicker - Live from Spotify Studios,602.764,254,,,,
121,On A Night Like Tonight - Live from Spotify Studios,544.969,202,,,,
122,Heartbreak Weather - Live From Dublin,503.310,269,,,,
123,Put A Little Love On Me - Live From Paris,494.587,288,,,,
124,On The Loose - Live From Dusseldorf,477.392,318,,,,
125,Cross Your Mind - Live From Milan,470.800,306,,,,
126,Meltdown - Live from Spotify Studios,461.829,186,,,,
127,You Could Start A Cult - Live From Tokyo,436.978,304,,,,
128,Dear Patience - Live at the Royal Albert Hall,425.223,447,,,,
129,Put A Little Love On Me - Live from Vevo,388.690,388,,,,
130,Flicker - Live From London,377.452,340,,,,
131,Dear Patience - Live From Melbourne,363.731,279,,,,
132,Save My Life - Live From Tampa,350.715,262,,,,
133,Paper Houses - Live From Oslo,340.920,273,,,,
